timestamp,employee_id,system_accessed,action,bytes_transferred,name,department,role,shift_start_hour,shift_end_hour,risk_tier,hour_of_day,flagged_threat
2024-02-13 16:43:00,EMP-0074,Financial_Ledger,View,70036,Nicole Walls,Finance,Payroll Manager,9,17,Elevated,16,None
2024-02-13 16:51:00,EMP-0025,Financial_Ledger,Query,65452,Nancy Stafford,Finance,Financial Analyst,9,17,Elevated,16,None
2024-02-13 16:58:00,EMP-0087,Inventory_DB,Download,9278775,Travis Williams,Ground Operations,Hub Manager,6,18,Standard,16,None
2024-02-13 17:07:00,EMP-0144,Inventory_DB,Download,22920373,Donald Robinson,Warehouse,Inventory Specialist,8,20,Standard,17,None
2024-02-13 17:12:00,EMP-0077,Financial_Ledger,Query,67367,Christopher Gonzales,Finance,Financial Analyst,9,17,Elevated,17,None
2024-02-13 17:16:00,EMP-0046,Customer_CRM,View,71265,Jesse Phillips,Ground Operations,Dispatcher,6,18,Standard,17,None
2024-02-13 17:40:00,EMP-0043,Financial_Ledger,View,103977,Matthew Pierce,IT,System Admin,9,17,Elevated,17,None
2024-02-13 17:46:00,EMP-0007,Financial_Ledger,Query,58282,Mark Powell,Finance,Financial Analyst,9,17,Elevated,17,None
2024-02-13 17:48:00,EMP-0048,Inventory_DB,View,63922,Jessica Estrada,Ground Operations,Driver,6,18,Standard,17,None
2024-02-13 17:56:00,EMP-0108,Inventory_DB,View,69480,Kristina Mitchell,Warehouse,Inventory Specialist,8,20,Standard,17,None
2024-02-13 18:24:00,EMP-0100,Inventory_DB,View,50763,Anne Weaver,Ground Operations,Dispatcher,6,18,Standard,18,None
2024-02-13 18:32:00,EMP-0044,HR_Portal,View,35060,Joshua Flores,Ground Operations,Hub Manager,6,18,Standard,18,None
2024-02-13 18:51:00,EMP-0114,Customer_CRM,Query,54370,Ricky Jackson,Warehouse,Forklift Operator,8,20,Standard,18,None
2024-02-13 19:02:00,EMP-0066,Routing_Portal,View,42628,Laura Castillo,Warehouse,Inventory Specialist,8,20,Standard,19,None
2024-02-13 19:20:00,EMP-0039,Inventory_DB,Query,47653,Anthony Robinson,Warehouse,Inventory Specialist,8,20,Standard,19,None
2024-02-13 19:27:00,EMP-0122,Inventory_DB,Export,19095680,Elizabeth Mitchell,Warehouse,Forklift Operator,8,20,Standard,19,None
2024-02-13 19:44:00,EMP-0125,Inventory_DB,View,55173,Jeffrey Clay,Warehouse,Forklift Operator,8,20,Standard,19,None
2024-02-13 20:09:00,EMP-0078,Routing_Portal,View,44445,Stacey Todd,Warehouse,Inventory Specialist,8,20,Standard,20,None
2024-02-13 20:21:00,EMP-0076,Inventory_DB,View,44585,Julie Gonzalez,Warehouse,Forklift Operator,8,20,Standard,20,None
2024-02-13 23:09:00,EMP-0144,Inventory_DB,Download,20710834,Donald Robinson,Warehouse,Inventory Specialist,8,20,Standard,23,None
2024-02-14 03:17:00,EMP-0114,Routing_Portal,View,46955,Ricky Jackson,Warehouse,Forklift Operator,8,20,Standard,3,None
2024-02-14 05:35:00,EMP-0050,Inventory_DB,View,34780,Julie Terrell,IT,System Admin,9,17,Elevated,5,None
2024-02-14 06:02:00,EMP-0053,Inventory_DB,View,24943,Paul Mathews,Ground Operations,Driver,6,18,Standard,6,None
2024-02-14 06:42:00,EMP-0029,Inventory_DB,View,45043,Anthony Ramirez,Ground Operations,Dispatcher,6,18,Standard,6,None
2024-02-14 06:54:00,EMP-0023,Routing_Portal,View,53395,Patricia Lamb,Ground Operations,Driver,6,18,Standard,6,None
2024-02-14 07:44:00,EMP-0061,Inventory_DB,Query,67891,Mary Mccullough,Ground Operations,Dispatcher,6,18,Standard,7,None
2024-02-14 08:03:00,EMP-0144,Inventory_DB,View,79618,Donald Robinson,Warehouse,Inventory Specialist,8,20,Standard,8,None
2024-02-14 08:20:00,EMP-0100,Inventory_DB,Query,37152,Anne Weaver,Ground Operations,Dispatcher,6,18,Standard,8,None
2024-02-14 08:33:00,EMP-0057,Routing_Portal,View,70591,Micheal Butler,Ground Operations,Driver,6,18,Standard,8,None
2024-02-14 09:12:00,EMP-0143,Financial_Ledger,View,89597,Ricky Mcdonald,Finance,Payroll Manager,9,17,Elevated,9,None
2024-02-14 09:16:00,EMP-0147,Routing_Portal,View,58536,Stacey Thomas,Ground Operations,Dispatcher,6,18,Standard,9,None
2024-02-14 09:29:00,EMP-0019,Routing_Portal,View,34051,Sergio Vazquez,Warehouse,Forklift Operator,8,20,Standard,9,None
2024-02-14 09:39:00,EMP-0071,Financial_Ledger,View,45019,Victoria Phillips,Finance,Financial Analyst,9,17,Elevated,9,None
2024-02-14 09:47:00,EMP-0077,Financial_Ledger,View,66258,Christopher Gonzales,Finance,Financial Analyst,9,17,Elevated,9,None
2024-02-14 10:02:00,EMP-0064,Inventory_DB,View,17234,Cristina Watkins,IT,System Admin,9,17,Elevated,10,None
2024-02-14 10:11:00,EMP-0080,Routing_Portal,Query,62823,Joseph Johnson,IT,System Admin,9,17,Elevated,10,None
2024-02-14 10:15:00,EMP-0002,HR_Portal,Query,51300,Julie Alvarado,IT,System Admin,9,17,Elevated,10,None
2024-02-14 10:21:00,EMP-0115,Inventory_DB,Query,33218,Angela King,Ground Operations,Dispatcher,6,18,Standard,10,None
2024-02-14 10:26:00,EMP-0024,Inventory_DB,View,78802,Brenda White,Ground Operations,Driver,6,18,Standard,10,None
2024-02-14 10:35:00,EMP-0108,Inventory_DB,Query,35460,Kristina Mitchell,Warehouse,Inventory Specialist,8,20,Standard,10,None
2024-02-14 10:44:00,EMP-0128,Financial_Ledger,View,90723,Michael Salas,Finance,Payroll Manager,9,17,Elevated,10,None
2024-02-14 10:54:00,EMP-0049,Routing_Portal,View,52229,Michael Tapia,Warehouse,Forklift Operator,8,20,Standard,10,None
2024-02-14 10:57:00,EMP-0080,Financial_Ledger,Query,55867,Joseph Johnson,IT,System Admin,9,17,Elevated,10,None
2024-02-14 11:10:00,EMP-0013,Inventory_DB,View,20064,Haley Johnson,Warehouse,Inventory Specialist,8,20,Standard,11,None
2024-02-14 11:14:00,EMP-0082,Inventory_DB,View,25173,Maria Fleming,Ground Operations,Driver,6,18,Standard,11,None
2024-02-14 11:18:00,EMP-0008,Inventory_DB,View,10028,Jeffrey Torres,Warehouse,Inventory Specialist,8,20,Standard,11,None
2024-02-14 11:22:00,EMP-0121,Customer_CRM,View,41803,Melissa Flores,IT,Helpdesk,9,17,Elevated,11,None
2024-02-14 11:31:00,EMP-0122,Inventory_DB,View,76755,Elizabeth Mitchell,Warehouse,Forklift Operator,8,20,Standard,11,None
2024-02-14 11:35:00,EMP-0111,Financial_Ledger,Query,37320,Justin Serrano,Finance,Payroll Manager,9,17,Elevated,11,None
2024-02-14 11:50:00,EMP-0001,Customer_CRM,View,55619,Chloe Sanford,Warehouse,Forklift Operator,8,20,Standard,11,None
2024-02-14 11:58:00,EMP-0086,Routing_Portal,Download,18897564,Jacqueline Dickerson,IT,System Admin,9,17,Elevated,11,None
2024-02-14 12:12:00,EMP-0013,Inventory_DB,Query,31146,Haley Johnson,Warehouse,Inventory Specialist,8,20,Standard,12,None
2024-02-14 12:26:00,EMP-0080,Inventory_DB,View,62857,Joseph Johnson,IT,System Admin,9,17,Elevated,12,None
2024-02-14 12:29:00,EMP-0025,Financial_Ledger,Query,55721,Nancy Stafford,Finance,Financial Analyst,9,17,Elevated,12,None
2024-02-14 12:43:00,EMP-0018,Routing_Portal,Export,19016232,Jonathan Liu,IT,Helpdesk,9,17,Elevated,12,None
2024-02-14 12:51:00,EMP-0110,Routing_Portal,View,40946,Monique Miller,Ground Operations,Dispatcher,6,18,Standard,12,None
2024-02-14 13:00:00,EMP-0035,Routing_Portal,Download,17262434,Regina Allen,Ground Operations,Hub Manager,6,18,Standard,13,None
2024-02-14 13:15:00,EMP-0080,Inventory_DB,Query,65568,Joseph Johnson,IT,System Admin,9,17,Elevated,13,None
2024-02-14 13:24:00,EMP-0060,Financial_Ledger,View,43567,Christopher Blair,Finance,Payroll Manager,9,17,Elevated,13,None
2024-02-14 13:30:00,EMP-0125,Inventory_DB,View,49722,Jeffrey Clay,Warehouse,Forklift Operator,8,20,Standard,13,None
2024-02-14 13:40:00,EMP-0099,Routing_Portal,View,66895,Austin Garcia,IT,System Admin,9,17,Elevated,13,None
2024-02-14 13:51:00,EMP-0001,HR_Portal,View,59390,Chloe Sanford,Warehouse,Forklift Operator,8,20,Standard,13,None
2024-02-14 13:54:00,EMP-0090,Inventory_DB,View,31204,Rebecca Acosta,IT,Helpdesk,9,17,Elevated,13,None
2024-02-14 14:03:00,EMP-0130,Inventory_DB,View,44218,Kyle Sullivan,Ground Operations,Driver,6,18,Standard,14,None
2024-02-14 14:15:00,EMP-0045,Financial_Ledger,View,49650,Morgan Allen,Finance,Payroll Manager,9,17,Elevated,14,None
2024-02-14 14:39:00,EMP-0042,Customer_CRM,View,29860,Megan Mcdaniel,Finance,Payroll Manager,9,17,Elevated,14,None
2024-02-14 14:41:00,EMP-0139,Financial_Ledger,View,31406,Erica Fisher,IT,System Admin,9,17,Elevated,14,None
2024-02-14 14:48:00,EMP-0021,Routing_Portal,View,42086,Gregory Shah,IT,System Admin,9,17,Elevated,14,None
2024-02-14 15:02:00,EMP-0017,Financial_Ledger,View,24624,Heidi Delgado,Finance,Payroll Manager,9,17,Elevated,15,None
2024-02-14 15:12:00,EMP-0007,Financial_Ledger,Query,62092,Mark Powell,Finance,Financial Analyst,9,17,Elevated,15,None
2024-02-14 15:20:00,EMP-0126,Customer_CRM,Download,16580121,Danielle Griffin,Finance,Financial Analyst,9,17,Elevated,15,None
2024-02-14 15:32:00,EMP-0148,Inventory_DB,Query,75940,Alyssa White,Ground Operations,Hub Manager,6,18,Standard,15,None
2024-02-14 15:44:00,EMP-0132,Inventory_DB,Query,66862,Christine Jacobson,Warehouse,Inventory Specialist,8,20,Standard,15,None
2024-02-14 15:59:00,EMP-0002,Financial_Ledger,View,47264,Julie Alvarado,IT,System Admin,9,17,Elevated,15,None
2024-02-14 16:02:00,EMP-0107,Financial_Ledger,View,36645,David Baldwin,Finance,Payroll Manager,9,17,Elevated,16,None
2024-02-14 16:11:00,EMP-0040,Customer_CRM,View,31283,Charles Martinez,IT,System Admin,9,17,Elevated,16,None
2024-02-14 16:15:00,EMP-0089,Inventory_DB,Query,25442,Dr. Sydney Lopez,Ground Operations,Hub Manager,6,18,Standard,16,None
2024-02-14 16:17:00,EMP-0112,Inventory_DB,Query,52546,Charles Porter,Warehouse,Inventory Specialist,8,20,Standard,16,None
2024-02-14 16:21:00,EMP-0084,Customer_CRM,Query,42040,Veronica Horn,IT,Helpdesk,9,17,Elevated,16,None
2024-02-14 16:30:00,EMP-0150,Routing_Portal,View,102826,Nicole Perry,IT,Helpdesk,9,17,Elevated,16,None
2024-02-14 16:38:00,EMP-0090,Routing_Portal,Query,68601,Rebecca Acosta,IT,Helpdesk,9,17,Elevated,16,None
2024-02-14 16:52:00,EMP-0077,Financial_Ledger,View,50309,Christopher Gonzales,Finance,Financial Analyst,9,17,Elevated,16,None
2024-02-14 16:59:00,EMP-0132,Routing_Portal,Query,61840,Christine Jacobson,Warehouse,Inventory Specialist,8,20,Standard,16,None
2024-02-14 17:08:00,EMP-0071,Financial_Ledger,View,7203,Victoria Phillips,Finance,Financial Analyst,9,17,Elevated,17,None
2024-02-14 17:23:00,EMP-0082,Routing_Portal,View,63804,Maria Fleming,Ground Operations,Driver,6,18,Standard,17,None
2024-02-14 17:33:00,EMP-0106,Financial_Ledger,View,77672,Patrick Silva,IT,System Admin,9,17,Elevated,17,None
2024-02-14 17:40:00,EMP-0083,Inventory_DB,Query,64818,Ricky Mays,Ground Operations,Dispatcher,6,18,Standard,17,None
2024-02-14 17:47:00,EMP-0115,Inventory_DB,View,47275,Angela King,Ground Operations,Dispatcher,6,18,Standard,17,None
2024-02-14 18:06:00,EMP-0149,Routing_Portal,Query,46147,Erik Campbell,Ground Operations,Hub Manager,6,18,Standard,18,None
2024-02-14 18:14:00,EMP-0076,Routing_Portal,Export,19236960,Julie Gonzalez,Warehouse,Forklift Operator,8,20,Standard,18,None
2024-02-14 18:44:00,EMP-0008,Inventory_DB,View,51960,Jeffrey Torres,Warehouse,Inventory Specialist,8,20,Standard,18,None
2024-02-14 19:13:00,EMP-0140,Routing_Portal,Query,13687,Michael Williams,Warehouse,Forklift Operator,8,20,Standard,19,None
2024-02-14 19:32:00,EMP-0013,Inventory_DB,View,82933,Haley Johnson,Warehouse,Inventory Specialist,8,20,Standard,19,None
2024-02-14 20:00:00,EMP-0010,Routing_Portal,View,61313,Sonya Foster,Warehouse,Forklift Operator,8,20,Standard,20,None
2024-02-14 21:18:00,EMP-0017,Customer_CRM,View,45315,Heidi Delgado,Finance,Payroll Manager,9,17,Elevated,21,None
2024-02-14 22:58:00,EMP-0051,Customer_CRM,Query,70112,Amy Jenkins,IT,System Admin,9,17,Elevated,22,None
2024-02-14 23:08:00,EMP-0144,Inventory_DB,Query,57046,Donald Robinson,Warehouse,Inventory Specialist,8,20,Standard,23,None
2024-02-14 23:20:00,EMP-0114,Inventory_DB,Download,26783418,Ricky Jackson,Warehouse,Forklift Operator,8,20,Standard,23,None
2024-02-15 01:24:00,EMP-0089,Routing_Portal,View,63155,Dr. Sydney Lopez,Ground Operations,Hub Manager,6,18,Standard,1,None
2024-02-15 06:07:00,EMP-0006,Customer_CRM,Query,8863,Holly Ruiz,IT,System Admin,9,17,Elevated,6,None
2024-02-15 06:22:00,EMP-0061,Routing_Portal,View,23419,Mary Mccullough,Ground Operations,Dispatcher,6,18,Standard,6,None
2024-02-15 06:31:00,EMP-0094,Customer_CRM,Query,60330,Jennifer Trevino,Ground Operations,Dispatcher,6,18,Standard,6,None
2024-02-15 06:46:00,EMP-0046,Inventory_DB,View,40534,Jesse Phillips,Ground Operations,Dispatcher,6,18,Standard,6,None
2024-02-15 06:48:00,EMP-0148,Inventory_DB,View,26741,Alyssa White,Ground Operations,Hub Manager,6,18,Standard,6,None
2024-02-15 07:01:00,EMP-0149,Inventory_DB,View,67977,Erik Campbell,Ground Operations,Hub Manager,6,18,Standard,7,None
2024-02-15 07:26:00,EMP-0094,Routing_Portal,View,58439,Jennifer Trevino,Ground Operations,Dispatcher,6,18,Standard,7,None
2024-02-15 07:43:00,EMP-0044,Routing_Portal,Query,18115,Joshua Flores,Ground Operations,Hub Manager,6,18,Standard,7,None
2024-02-15 08:02:00,EMP-0149,Routing_Portal,View,44444,Erik Campbell,Ground Operations,Hub Manager,6,18,Standard,8,None
2024-02-15 08:31:00,EMP-0148,Routing_Portal,Query,60738,Alyssa White,Ground Operations,Hub Manager,6,18,Standard,8,None
2024-02-15 09:01:00,EMP-0034,Routing_Portal,View,43393,Shannon Ellis,Ground Operations,Dispatcher,6,18,Standard,9,None
2024-02-15 09:15:00,EMP-0085,Financial_Ledger,View,44820,Michael Davis,Finance,Financial Analyst,9,17,Elevated,9,None
2024-02-15 09:24:00,EMP-0103,Routing_Portal,Query,85835,Sharon Farrell,Warehouse,Forklift Operator,8,20,Standard,9,None
2024-02-15 09:28:00,EMP-0045,Financial_Ledger,Query,40644,Morgan Allen,Finance,Payroll Manager,9,17,Elevated,9,None
2024-02-15 09:40:00,EMP-0023,Routing_Portal,View,54788,Patricia Lamb,Ground Operations,Driver,6,18,Standard,9,None
2024-02-15 09:50:00,EMP-0102,Inventory_DB,Download,9944186,Carmen Jones,Ground Operations,Driver,6,18,Standard,9,None
2024-02-15 10:04:00,EMP-0049,Routing_Portal,Download,19986815,Michael Tapia,Warehouse,Forklift Operator,8,20,Standard,10,None
2024-02-15 10:12:00,EMP-0086,Inventory_DB,Query,46896,Jacqueline Dickerson,IT,System Admin,9,17,Elevated,10,None
2024-02-15 10:22:00,EMP-0053,Inventory_DB,Query,25925,Paul Mathews,Ground Operations,Driver,6,18,Standard,10,None
2024-02-15 10:33:00,EMP-0076,Inventory_DB,View,90832,Julie Gonzalez,Warehouse,Forklift Operator,8,20,Standard,10,None
2024-02-15 10:43:00,EMP-0017,Financial_Ledger,Query,71554,Heidi Delgado,Finance,Payroll Manager,9,17,Elevated,10,None
2024-02-15 10:47:00,EMP-0117,Routing_Portal,View,44415,David Tanner,Warehouse,Forklift Operator,8,20,Standard,10,None
2024-02-15 11:02:00,EMP-0022,Inventory_DB,Query,33199,Sara Wilson,IT,System Admin,9,17,Elevated,11,None
2024-02-15 11:10:00,EMP-0128,Financial_Ledger,View,3280,Michael Salas,Finance,Payroll Manager,9,17,Elevated,11,None
2024-02-15 11:15:00,EMP-0107,Financial_Ledger,View,60099,David Baldwin,Finance,Payroll Manager,9,17,Elevated,11,None
2024-02-15 11:22:00,EMP-0141,Routing_Portal,View,41762,Katherine Owen,IT,Helpdesk,9,17,Elevated,11,None
2024-02-15 11:32:00,EMP-0039,Routing_Portal,View,29319,Anthony Robinson,Warehouse,Inventory Specialist,8,20,Standard,11,None
2024-02-15 11:39:00,EMP-0146,Inventory_DB,Query,36324,Dominique Logan,Warehouse,Forklift Operator,8,20,Standard,11,None
2024-02-15 11:42:00,EMP-0003,Inventory_DB,View,30051,Daniel Roberts,Warehouse,Inventory Specialist,8,20,Standard,11,None
2024-02-15 11:56:00,EMP-0134,Inventory_DB,Query,58383,Anthony Diaz,Ground Operations,Driver,6,18,Standard,11,None
2024-02-15 12:04:00,EMP-0038,Routing_Portal,Query,42462,Michael Shannon,IT,System Admin,9,17,Elevated,12,None
2024-02-15 12:15:00,EMP-0014,Financial_Ledger,View,23572,Alexandra Elliott,IT,Helpdesk,9,17,Elevated,12,None
2024-02-15 12:30:00,EMP-0041,Inventory_DB,View,79262,Jacob West,Ground Operations,Dispatcher,6,18,Standard,12,None
2024-02-15 12:34:00,EMP-0149,HR_Portal,Query,46848,Erik Campbell,Ground Operations,Hub Manager,6,18,Standard,12,None
2024-02-15 12:47:00,EMP-0076,Routing_Portal,View,62065,Julie Gonzalez,Warehouse,Forklift Operator,8,20,Standard,12,None
2024-02-15 12:54:00,EMP-0051,Routing_Portal,Query,41231,Amy Jenkins,IT,System Admin,9,17,Elevated,12,None
2024-02-15 13:07:00,EMP-0126,Financial_Ledger,Query,22978,Danielle Griffin,Finance,Financial Analyst,9,17,Elevated,13,None
2024-02-15 13:21:00,EMP-0048,Routing_Portal,View,50859,Jessica Estrada,Ground Operations,Driver,6,18,Standard,13,None
2024-02-15 13:28:00,EMP-0020,Inventory_DB,View,40320,Abigail Miller,Ground Operations,Driver,6,18,Standard,13,None
2024-02-15 13:30:00,EMP-0068,Financial_Ledger,View,96445,Michelle Holder,Finance,Financial Analyst,9,17,Elevated,13,None
2024-02-15 13:43:00,EMP-0135,Routing_Portal,Query,84083,Christina Melton,Ground Operations,Driver,6,18,Standard,13,None
2024-02-15 13:58:00,EMP-0025,Financial_Ledger,View,105273,Nancy Stafford,Finance,Financial Analyst,9,17,Elevated,13,None
2024-02-15 14:04:00,EMP-0118,Inventory_DB,View,50893,Nathan Kent,Warehouse,Inventory Specialist,8,20,Standard,14,None
2024-02-15 14:09:00,EMP-0020,Routing_Portal,View,29686,Abigail Miller,Ground Operations,Driver,6,18,Standard,14,None
2024-02-15 14:13:00,EMP-0054,Inventory_DB,View,31717,Michael Adams,Warehouse,Inventory Specialist,8,20,Standard,14,None
2024-02-15 14:27:00,EMP-0095,Financial_Ledger,View,26992,Joseph Marquez,Finance,Financial Analyst,9,17,Elevated,14,None
2024-02-15 14:36:00,EMP-0010,Inventory_DB,View,32419,Sonya Foster,Warehouse,Forklift Operator,8,20,Standard,14,None
2024-02-15 14:48:00,EMP-0106,HR_Portal,View,33264,Patrick Silva,IT,System Admin,9,17,Elevated,14,None
2024-02-15 14:50:00,EMP-0061,Inventory_DB,Query,64331,Mary Mccullough,Ground Operations,Dispatcher,6,18,Standard,14,None
2024-02-15 14:57:00,EMP-0053,Inventory_DB,View,83630,Paul Mathews,Ground Operations,Driver,6,18,Standard,14,None
2024-02-15 15:12:00,EMP-0053,Routing_Portal,View,35108,Paul Mathews,Ground Operations,Driver,6,18,Standard,15,None
2024-02-15 15:20:00,EMP-0052,Financial_Ledger,Query,54770,Donald Jensen,Finance,Financial Analyst,9,17,Elevated,15,None
2024-02-15 15:26:00,EMP-0001,Inventory_DB,Query,21075,Chloe Sanford,Warehouse,Forklift Operator,8,20,Standard,15,None
2024-02-15 15:39:00,EMP-0145,Customer_CRM,View,27685,Christina Rivers,IT,Helpdesk,9,17,Elevated,15,None
2024-02-15 15:43:00,EMP-0144,Inventory_DB,Download,22450993,Donald Robinson,Warehouse,Inventory Specialist,8,20,Standard,15,None
2024-02-15 15:49:00,EMP-0082,Inventory_DB,View,51675,Maria Fleming,Ground Operations,Driver,6,18,Standard,15,None
2024-02-15 15:58:00,EMP-0100,Inventory_DB,Export,21103508,Anne Weaver,Ground Operations,Dispatcher,6,18,Standard,15,None
2024-02-15 16:12:00,EMP-0072,Routing_Portal,Query,16713,Nathaniel Price,Warehouse,Forklift Operator,8,20,Standard,16,None
2024-02-15 16:25:00,EMP-0122,Routing_Portal,Query,48520,Elizabeth Mitchell,Warehouse,Forklift Operator,8,20,Standard,16,None
2024-02-15 16:35:00,EMP-0049,Routing_Portal,Query,32326,Michael Tapia,Warehouse,Forklift Operator,8,20,Standard,16,None
2024-02-15 16:41:00,EMP-0029,Customer_CRM,View,17984,Anthony Ramirez,Ground Operations,Dispatcher,6,18,Standard,16,None
2024-02-15 16:44:00,EMP-0096,Routing_Portal,Query,36582,Michael Mitchell,Ground Operations,Dispatcher,6,18,Standard,16,None
2024-02-15 16:48:00,EMP-0040,HR_Portal,Download,11968377,Charles Martinez,IT,System Admin,9,17,Elevated,16,None
2024-02-15 17:00:00,EMP-0125,HR_Portal,View,54655,Jeffrey Clay,Warehouse,Forklift Operator,8,20,Standard,17,None
2024-02-15 17:15:00,EMP-0109,Routing_Portal,Query,98734,Sherry Whitney,Ground Operations,Driver,6,18,Standard,17,None
2024-02-15 17:24:00,EMP-0124,Inventory_DB,Query,101907,Michelle Smith,Finance,Financial Analyst,9,17,Elevated,17,None
2024-02-15 17:33:00,EMP-0016,Routing_Portal,Download,15213924,Chris Cohen,Ground Operations,Hub Manager,6,18,Standard,17,None
2024-02-15 17:46:00,EMP-0105,Inventory_DB,Query,45055,Pamela Buck,Ground Operations,Dispatcher,6,18,Standard,17,None
2024-02-15 17:58:00,EMP-0145,HR_Portal,View,22335,Christina Rivers,IT,Helpdesk,9,17,Elevated,17,None
2024-02-15 18:12:00,EMP-0076,Routing_Portal,View,56001,Julie Gonzalez,Warehouse,Forklift Operator,8,20,Standard,18,None
2024-02-15 18:25:00,EMP-0110,Routing_Portal,View,53756,Monique Miller,Ground Operations,Dispatcher,6,18,Standard,18,None
2024-02-15 18:39:00,EMP-0013,Routing_Portal,View,46578,Haley Johnson,Warehouse,Inventory Specialist,8,20,Standard,18,None
2024-02-15 19:42:00,EMP-0066,Routing_Portal,Query,60106,Laura Castillo,Warehouse,Inventory Specialist,8,20,Standard,19,None
2024-02-15 19:56:00,EMP-0087,Inventory_DB,Query,46224,Travis Williams,Ground Operations,Hub Manager,6,18,Standard,19,None
2024-02-15 19:59:00,EMP-0033,Inventory_DB,Query,51772,Stacy Smith,Warehouse,Inventory Specialist,8,20,Standard,19,None
2024-02-15 20:28:00,EMP-0150,Routing_Portal,View,8065,Nicole Perry,IT,Helpdesk,9,17,Elevated,20,None
2024-02-15 20:43:00,EMP-0103,Inventory_DB,View,43822,Sharon Farrell,Warehouse,Forklift Operator,8,20,Standard,20,None
2024-02-16 03:25:00,EMP-0128,HR_Portal,View,36573,Michael Salas,Finance,Payroll Manager,9,17,Elevated,3,None
2024-02-16 05:56:00,EMP-0046,Inventory_DB,View,85401,Jesse Phillips,Ground Operations,Dispatcher,6,18,Standard,5,None
2024-02-16 06:29:00,EMP-0035,Inventory_DB,View,60442,Regina Allen,Ground Operations,Hub Manager,6,18,Standard,6,None
2024-02-16 06:50:00,EMP-0048,Routing_Portal,Download,14780308,Jessica Estrada,Ground Operations,Driver,6,18,Standard,6,None
2024-02-16 07:13:00,EMP-0055,Inventory_DB,Query,55230,Melissa Davila,Ground Operations,Hub Manager,6,18,Standard,7,None
2024-02-16 07:50:00,EMP-0024,Inventory_DB,View,83731,Brenda White,Ground Operations,Driver,6,18,Standard,7,None
2024-02-16 08:08:00,EMP-0100,Routing_Portal,Query,64989,Anne Weaver,Ground Operations,Dispatcher,6,18,Standard,8,None
2024-02-16 08:19:00,EMP-0091,Inventory_DB,Download,18767472,Wesley Chandler,Ground Operations,Dispatcher,6,18,Standard,8,None
2024-02-16 08:41:00,EMP-0082,Inventory_DB,Query,46209,Maria Fleming,Ground Operations,Driver,6,18,Standard,8,None
2024-02-16 08:55:00,EMP-0112,Financial_Ledger,View,28851,Charles Porter,Warehouse,Inventory Specialist,8,20,Standard,8,None
2024-02-16 09:00:00,EMP-0090,Financial_Ledger,Query,97792,Rebecca Acosta,IT,Helpdesk,9,17,Elevated,9,None
2024-02-16 09:15:00,EMP-0036,Financial_Ledger,View,66947,Matthew Tran,Finance,Payroll Manager,9,17,Elevated,9,None
2024-02-16 09:21:00,EMP-0054,Inventory_DB,View,55767,Michael Adams,Warehouse,Inventory Specialist,8,20,Standard,9,None
2024-02-16 09:29:00,EMP-0071,Financial_Ledger,View,67538,Victoria Phillips,Finance,Financial Analyst,9,17,Elevated,9,None
2024-02-16 09:42:00,EMP-0054,Routing_Portal,Download,13102341,Michael Adams,Warehouse,Inventory Specialist,8,20,Standard,9,None
2024-02-16 09:55:00,EMP-0137,Routing_Portal,Download,4842397,Robert Thompson,Ground Operations,Driver,6,18,Standard,9,None
2024-02-16 10:06:00,EMP-0027,Inventory_DB,View,56354,Stacey Morgan,Ground Operations,Driver,6,18,Standard,10,None
2024-02-16 10:19:00,EMP-0118,Routing_Portal,View,55782,Nathan Kent,Warehouse,Inventory Specialist,8,20,Standard,10,None
2024-02-16 10:21:00,EMP-0027,Routing_Portal,View,54285,Stacey Morgan,Ground Operations,Driver,6,18,Standard,10,None
2024-02-16 10:36:00,EMP-0077,Financial_Ledger,Query,71777,Christopher Gonzales,Finance,Financial Analyst,9,17,Elevated,10,None
2024-02-16 10:45:00,EMP-0023,Inventory_DB,View,37993,Patricia Lamb,Ground Operations,Driver,6,18,Standard,10,None
2024-02-16 10:51:00,EMP-0097,Inventory_DB,View,86746,Lisa Taylor,Warehouse,Inventory Specialist,8,20,Standard,10,None
2024-02-16 10:58:00,EMP-0003,Routing_Portal,Download,19530455,Daniel Roberts,Warehouse,Inventory Specialist,8,20,Standard,10,None
2024-02-16 11:10:00,EMP-0139,Routing_Portal,Query,71727,Erica Fisher,IT,System Admin,9,17,Elevated,11,None
2024-02-16 11:18:00,EMP-0061,Inventory_DB,Query,85211,Mary Mccullough,Ground Operations,Dispatcher,6,18,Standard,11,None
2024-02-16 11:30:00,EMP-0099,Inventory_DB,View,62064,Austin Garcia,IT,System Admin,9,17,Elevated,11,None
2024-02-16 11:40:00,EMP-0087,Routing_Portal,View,22303,Travis Williams,Ground Operations,Hub Manager,6,18,Standard,11,None
2024-02-16 11:47:00,EMP-0078,Inventory_DB,Query,76257,Stacey Todd,Warehouse,Inventory Specialist,8,20,Standard,11,None
2024-02-16 12:02:00,EMP-0136,Inventory_DB,View,37203,Melissa Webb,Ground Operations,Dispatcher,6,18,Standard,12,None
2024-02-16 12:06:00,EMP-0031,HR_Portal,Query,44519,Dan Rodriguez,IT,System Admin,9,17,Elevated,12,None
2024-02-16 12:09:00,EMP-0061,Inventory_DB,View,66410,Mary Mccullough,Ground Operations,Dispatcher,6,18,Standard,12,None
